Frames,CellNum,Area,CentroidX,CentroidY,MjrAxisLength,MnrAxisLength,Eccentricity,Orientation,ConvexArea,FilledArea,EquivDiameter,Solidity,Extent,Perimeter,PerimOld,ConvexPerim,FibLen,InscribeR,BlebLen,CenterX,CenterY
63,1,1810,259.012154696133,422.557458563536,68.1756178012607,42.9953156634381,0.776063061035964,-83.0414461608729,2680,1810,48.0058702240741,0.675373134328358,0.517142857142857,301.574,318.291413922399,201.013,85.2548599243164,13.8924436569214,45.9411315917969,259,424
64,1,1644,259.410583941606,429.564476885645,68.2187774758402,37.0923627685765,0.839262416062849,-71.8510686084769,2339,1644,45.7515662195799,0.70286447199658,0.489285714285714,259.337,275.178715550191,192.677,88.8406524658203,13.416407585144,44.0416374206543,259,425
65,1,2008,260.315737051793,429.457171314741,77.6397235978848,40.86397684245,0.85028149106799,-74.969997296183,2994,2008,50.5634750173305,0.670674682698731,0.461609195402299,319.769,337.261976670876,216.878,102.083290100098,15,50.2132186889648,259,426
66,1,1794,260.008918617614,429.773132664437,77.4697801874612,37.7117909407493,0.873517040045173,-72.500374676738,2491,1794,47.7932185906629,0.72019269369731,0.442307692307692,263.713,277.663996924429,208.805,98.4975128173828,14,43.9705657958984,258,424
67,1,1919,259.979155810318,426.05836373111,70.4748867779033,44.093011003278,0.78009935858464,-69.969678632506,2691,1919,49.4302203752601,0.713117800074322,0.473827160493827,293.602,310.776695296638,204.72,93.4264373779297,15.2643375396729,35.7279243469238,259,425
68,1,1877,261.233883857219,422.733084709643,62.5437427340912,50.6276690511813,0.587152737634898,-84.8394466153568,2688,1877,48.886303045617,0.69828869047619,0.431295955882353,281.428,296.391918985787,204.53,89.3553619384766,15.2643375396729,37.9705619812012,259,423
69,1,1804,261.199002217295,423.082039911308,66.5353573675365,41.5778642567133,0.780705772541644,81.0134743486742,2436,1804,47.9262364337346,0.74055829228243,0.487567567567568,249.405,263.764501987818,191.719,86.0122222900391,15.2315464019775,41.7989959716797,259,420
70,1,1925,263.141298701299,418.852987012987,74.0049848045625,41.4516617743889,0.828411577497493,75.602762173051,2689,1925,49.5074350336915,0.715879509111194,0.534722222222222,297.125,313.948268171891,204.885,100.012229919434,15.033296585083,45.3847808837891,261,421
71,1,1856,263.250538793103,414.387931034483,76.6471012603238,43.8980263462276,0.81974469361688,73.1261998683576,2853,1856,48.612062237972,0.650543287767263,0.383075335397317,310.432,327.847763108503,218.978,108.740158081055,15.033296585083,50.1127090454102,259,419
72,1,1778,262.887514060742,410.833520809899,73.4868278021669,47.5207307141638,0.762781386780002,69.7545383622284,2741,1778,47.5796165446835,0.648668369208318,0.360649087221095,284.446,300.977705423414,220.143,105.397018432617,15.2315464019775,42.1127052307129,259,415
73,1,1767,260.958687040181,413.887945670628,74.542713118093,44.1387439689101,0.8058447498027,65.7679439757871,2792,1767,47.4322071544961,0.632879656160458,0.373493975903614,287.357,304.391918985787,215.719,106.468086242676,15.033296585083,39.4558486938477,257,415
74,1,1717,259.854397204426,412.769947582994,72.4291150542494,44.9280037362036,0.784362211544322,61.9449999176157,2657,1717,46.7563075778047,0.646217538577343,0.367351305091998,292.56,307.462986797653,211.998,99.3970184326172,15.2315464019775,53.6984939575195,256,415
75,1,1690,258.200591715976,413.681065088757,64.135421032717,46.5381874884523,0.688091644141405,71.0204766257528,2513,1690,46.387227019972,0.6725029844807,0.411793372319688,270.602,284.249783362056,201.528,98.4975204467773,15.5241746902466,42.6274185180664,257,414
76,1,1625,255.628923076923,414.774769230769,57.3022296905855,41.9648552561408,0.680936514361411,88.470872888886,2117,1625,45.4864184146723,0.767595654227681,0.576241134751773,253.995,268.592929112564,178.568,74.9411468505859,15.2970581054688,28.3847732543945,255,415
77,1,1612,253.379032258065,414.06017369727,53.8334567832942,44.481864415304,0.563249892182146,76.7056747572634,2167,1612,45.3041073867821,0.743885556068297,0.524398178269356,236.429,250.936074863071,177.295,75.1837921142578,15.2315464019775,20.7279205322266,254,415
78,1,1454,252.071526822558,413.148555708391,49.6655141541047,39.7146326141814,0.600476995468135,-86.7552002100245,1700,1454,43.0266231308585,0.855294117647059,0.572892040977147,172.451,182.40916292849,150.204,59.4558563232422,16.2788200378418,13.0710678100586,253,411
79,1,1427,253.419060967064,414.144358794674,48.2245157758281,42.1218171583203,0.48690961503565,-87.0344109366551,1724,1427,42.6252604723663,0.827726218097448,0.56403162055336,181.333,191.823376490863,153.148,65.8700714111328,15.2643375396729,18.8994941711426,253,413
80,1,1309,252.572956455309,413.159663865546,44.0980351802464,41.0610217241898,0.364686376742789,72.8929332856898,1553,1309,40.8248767794629,0.842884739214424,0.580745341614907,163.462,171.823376490863,145.266,60.0416412353516,15.5241746902466,13.414213180542,254,414
81,1,1418,251.163610719323,414.335684062059,48.3167348102189,43.4476056331369,0.437486891266183,-71.85784489072,1856,1418,42.4906304311252,0.764008620689655,0.477441077441077,195.608,206.79393923934,162.37,67.5269317626953,15.2643375396729,17.0710678100586,253,414
82,1,1367,253.62545720556,414.626188734455,45.7331228657052,41.519625200547,0.419256763940496,-83.4218484763815,1676,1367,41.7195213018195,0.81563245823389,0.5468,181.193,191.722871427475,152.727,61.284294128418,15.1327457427979,19.4852809906006,253,414
83,1,1413,253.072186836518,417.397735314933,51.6289581600452,37.7911398509487,0.681330799195203,-72.7410182455114,1757,1413,42.4156513177717,0.80421172453045,0.546615087040619,178.281,189.823376490863,153.652,65.0416412353516,15.2315464019775,18.3137073516846,253,414
84,1,1422,255.01617440225,420.345991561181,50.3746819342489,40.2232081121361,0.602020491819439,-86.670611406887,1754,1422,42.550518593942,0.810718358038769,0.592253227821741,178.19,187.923881554251,155.586,63.2842826843262,15.033296585083,16.8994941711426,254,417
85,1,1405,256.449110320285,424.441992882562,53.3632318086548,35.452924251411,0.747403943076013,-85.2538580897974,1599,1405,42.2954082655896,0.878674171357098,0.69041769041769,163.361,172.367532368147,149.441,63.7695732116699,14.7648229598999,41.0416374206543,254,420
86,1,1593,256.210922787194,424.919020715631,62.0803965324414,36.7164168009959,0.806353888942916,-65.8392307119506,1933,1593,45.0363252804124,0.824107604759441,0.535282258064516,194.35,206.066017177982,169.498,75.5269317626953,15.2970581054688,36.7279205322266,255,420
87,1,1765,260.615297450425,423.422662889518,75.0108274591421,41.7957977826805,0.8303804281149,80.9190306344996,2583,1765,47.4053562000916,0.683313975996903,0.406120570639669,263.804,279.563491861041,210.22,101.740158081055,14.3178215026855,43.213207244873,256,421
88,1,1654,259.772067714631,426.123337363966,68.1103980727964,36.4908401764994,0.844370187230701,-83.2304926774731,2072,1654,45.8905023615122,0.798262548262548,0.552622786501838,215.696,229.521861300698,183.234,80.7695770263672,14.2126703262329,37.1421394348145,258,420
89,1,1560,260.269871794872,428.490384615385,67.5232590613375,33.5366106268422,0.867940873429739,-85.7807557934046,1933,1560,44.5674061370735,0.807035695809622,0.547368421052632,222.833,235.865007051206,179.462,85.9411468505859,14.3178215026855,35.1421356201172,257,421
90,1,1640,257.882926829268,428.046951219512,67.732066101743,35.4623648329701,0.851983686655501,-74.626355995549,2051,1640,45.6958734829051,0.799609946367626,0.569246789309268,207.26,219.137084989848,178.512,81.5269317626953,14.3178215026855,46.3137130737305,256,420
91,1,1598,257.332290362954,427.056320400501,69.0258656778618,32.8952334497378,0.879139852899529,-73.9857853613408,1861,1598,45.1069483836669,0.858678130037614,0.538591169531513,192.373,204.40916292849,173.252,78.7695693969727,14.0356683731079,35.3137092590332,255,420
92,1,1599,256.209505941213,426.098186366479,65.4351221554262,36.2131123552608,0.832902265763995,-69.7668800081952,1944,1599,45.1210597396773,0.822530864197531,0.564021164021164,201.827,212.551298552221,171.482,77.4264373779297,14.4222049713135,27.3137073516846,255,422
93,1,1615,257.504643962848,426.596904024768,66.2485963610307,34.6736387964113,0.852095235343661,-81.2965576468378,1931,1615,45.3462442187585,0.836354220611082,0.614769699276742,214.339,226.308657865102,173.045,78.9411468505859,15.033296585083,27.3137073516846,256,423
94,1,1482,256.207827260459,424.844804318489,58.0321243322821,35.4261564921186,0.792048868610673,-83.2143696009992,1747,1482,43.4389342099632,0.848311390955924,0.625844594594595,194.962,205.823376490863,160.235,71.1127166748047,15.2643375396729,34.7279205322266,255,422
95,1,1477,255.745429925525,425.616113744076,55.6415004092253,35.5286144069625,0.769599212074282,-78.3735476553171,1694,1477,43.3655947448416,0.871900826446281,0.672586520947177,179.232,189.338095116624,155.43,69.5269317626953,15.2643375396729,21.4852809906006,255,425
96,1,1595,256.368652037618,425.928526645768,64.8781793813838,33.1184586383543,0.859894699044411,-75.881188533058,1835,1595,45.064587802981,0.869209809264305,0.671296296296296,185.592,195.580735803744,165.04,75.7695693969727,15.65247631073,27.1421337127686,255,422
97,1,1461,256.363449691992,427.761122518823,57.8814605090373,33.3983005724621,0.816735628239604,-73.3804916860175,1596,1461,43.1300704249144,0.915413533834586,0.699712643678161,167.108,177.338095116624,150.278,64.5269241333008,14.5602197647095,24.1421337127686,254,422
98,1,1407,255.309168443497,424.145700071073,53.0973946589138,34.9326116490899,0.753108001162111,-78.9055577491548,1579,1407,42.3255010536482,0.891070297656745,0.685672514619883,168.952,179.095454429505,148.639,65.6985015869141,15.033296585083,24.8994941711426,254,424
1,2,1525,498.919344262295,137.925901639344,125.501151673361,22.2077505676632,0.984219381088606,45.0850552830258,2705,1525,44.0646151205377,0.563770794824399,0.167251590261022,315.768,332.717820793592,278.438,147.409240722656,7.61577320098877,94.0538635253906,510,125
2,2,1589,499.840151038389,134.169918187539,136.44036404532,20.9449615537473,0.988147092817734,47.3856176611043,2764,1589,44.9797469599838,0.574891461649783,0.172717391304348,325.213,341.788888605457,281.846,145.995025634766,7.07106781005859,64.4264297485352,501,140
3,2,1645,500.814589665654,132.266261398176,146.007405017197,20.7596593871043,0.989840498075959,48.853611352117,2646,1645,45.7654788141602,0.621693121693122,0.166666666666667,324.741,342.132034355965,286.105,148.409240722656,6.40312433242798,68.8406448364258,500,140
4,2,1732,498.798498845266,131.263279445727,161.100160005791,22.7704123338509,0.989960655514204,50.143598428371,3163,1732,46.9600989296371,0.547581410053746,0.141967213114754,362.975,383.730014102412,316.318,163.237670898438,5.83095169067383,99.8112258911133,494,143
5,2,1658,505.690591073583,123.047647768396,141.082471472547,19.0212909930506,0.990869573772645,54.7047969960348,2469,1658,45.9459591821838,0.671526933981369,0.161503993765829,325.137,346.374675043084,296.259,155.480316162109,8.06225776672363,69.9117126464844,507,120
6,2,1262,503.87559429477,124.525356576862,78.9302600785251,27.6207845538065,0.936772449920016,54.6978936177926,1861,1262,40.0852629460725,0.678130037614186,0.315815815815816,238.092,253.078210486802,193.995,96.0538635253906,9,45.1127014160156,505,122
7,2,1246,499.557784911717,121.148475120385,48.6915092385379,41.4407583936049,0.525023089934101,30.3245116756726,1755,1246,39.8303461288,0.70997150997151,0.489779874213836,224.653,237.764501987818,155.696,68.9411468505859,10.1980390548706,42.213207244873,503,121
8,2,1166,495.706689536878,119.22641509434,51.0893866235373,34.1517865408803,0.743737976292579,-15.8785188689809,1470,1166,38.5304724751877,0.793197278911565,0.523809523809524,176.239,186.894444302728,144.316,64.1127166748047,12.1655254364014,22.3137073516846,498,121
9,2,1280,492.5046875,120.1796875,52.5894537082712,36.0315704932114,0.728403678867128,-21.6706432852715,1629,1280,40.3701203523226,0.785758133824432,0.547008547008547,184.641,196.066017177982,150.824,65.0122146606445,13.0384044647217,44.2842788696289,497,123
10,2,1416,490.295903954802,117.713276836158,59.2592102965173,41.1612822296545,0.719398855802193,-5.04208741351252,2361,1416,42.4606546740037,0.599745870393901,0.420927467300832,310.051,328.190908859011,177.107,80.1127166748047,10,42.2132110595703,487,117
11,2,1194,493.824120603015,114.682579564489,62.7177452953243,31.2697590630164,0.86684418916932,-15.2058121638068,1795,1194,38.9903579928908,0.665181058495822,0.473809523809524,247.156,262.492424049175,164.973,73.5979995727539,9.84885787963867,62.7695693969727,506,118
